titleId,ordering,title,region,types,isOriginalTitle
tt0000012,11,Ankunft eines Zuges in La Ciotat,DE,imdbDisplay,0
tt0000012,12,A vonat érkezése,HU,imdbDisplay,0
tt0000012,13,Прибытие поезда на вокзал города Ла-Сьота,RU,imdbDisplay,0
tt0000012,14,Toget kører ind på Le Ciotat,DK,,0
tt0000012,15,Bir trenin La Ciotat garına varışı,TR,imdbDisplay,0
tt0000012,16,The Arrival of a Train,GB,imdbDisplay,0
tt0000012,17,Train Pulling into a Station,GB,alternative,0
tt0000012,18,L'arrivée d'un train à La Ciotat,FR,imdbDisplay,0
tt0000012,19,L'arrivo di un treno nella stazione di La Ciotat,IT,,0
tt0000012,1,The Arrival of a Train,US,imdbDisplay,0
tt0000012,20,L'arrivée d'un train en gare de La Ciotat,FR,alternative,0
tt0000012,21,Przyjazd pociągu na stację,PL,imdbDisplay,0
tt0000012,22,The Arrival of a Train,XWW,imdbDisplay,0
tt0000012,23,La llegada de un tren a la estación de La Ciotat,ES,imdbDisplay,0
tt0000012,24,L'arrivée d'un train à La Ciotat,CA,imdbDisplay,0
tt0000012,25,ラ・シオタ駅への列車の到着,JP,imdbDisplay,0
tt0000012,26,Прибуття потяга на вокзал Ла-Сьота,UA,imdbDisplay,0
tt0000012,27,The Arrival of a Train,XEU,imdbDisplay,0
tt0000012,28,L'arrivo di un treno alla stazione di La Ciotat,IT,,0
tt0000012,2,The Arrival of a Train,XWW,imdbDisplay,0
tt0000012,3,The Arrival of the Mail Train,US,alternative,0
tt0000012,4,L'arrivée d'un train à La Ciotat,,original,1
tt0000012,5,Príchod vlaku do stanice La Ciotat,SK,imdbDisplay,0
tt0000012,6,Долазак воза на станицу,RS,imdbDisplay,0
tt0000012,7,A Chegada de um Trem à Estação,BR,imdbDisplay,0
tt0000012,8,Tåget anländer till stationen,FI,,0
tt0000012,9,The Arrival of a Train at La Ciotat,XWW,alternative,0
tt0000013,10,A kongresszus tagjainak partraszállása,HU,imdbDisplay,0
tt0000013,11,The Photographical Congress Arrives in Lyon,XWW,imdbDisplay,0
tt0000013,12,Arrivée des congressistes à Neuville-sur-Saône,FR,alternative,0
tt0000013,13,Прибуття делегатів на фотоконгрес у Ліоні,UA,imdbDisplay,0
tt0000013,14,Fotografi napuštaju palubu u Lionu,RS,imdbDisplay,0
tt0000013,1,The Photographical Congress Arrives in Lyon,GB,imdbDisplay,0
tt0000013,2,El desembarco del congreso de fotografía en Lyon,ES,imdbDisplay,0
tt0000013,3,Le débarquement du congrès de photographie à Lyon,,original,1
tt0000013,4,Le débarquement du congrès de photographie à Lyon,FR,imdbDisplay,0
tt0000013,5,Прибытие делегатов на фотоконгресс в Лионе,RU,imdbDisplay,0
tt0000013,6,Le débarquement des congressistes à Neuville,FR,alternative,0
tt0000013,7,The Photographical Congress Arrives in Lyon,US,imdbDisplay,0
tt0000013,8,Neuville-sur-Saône: Débarquement du congrès des photographes à Lyon,FR,imdbDisplay,0
tt0000013,9,Przybycie delegatów na kongres fotograficzny w Lyonie,PL,imdbDisplay,0
tt0000014,10,O Regador Regado,BR,imdbDisplay,0
tt0000014,11,The Sprayer Sprayed,US,alternative,0
tt0000014,12,L'arroseur arrosé,FR,imdbDisplay,0
tt0000014,13,L'arroseur arrosé,,original,1
tt0000014,14,Заливена вода,RS,imdbDisplay,0
tt0000014,15,The Waterer Watered,US,imdbDisplay,0
tt0000014,16,Arroseur et arrosé,FR,alternative,0
tt0000014,17,Puutarhuri,FI,,0
tt0000014,18,Pokropený kropic,CZ,imdbDisplay,0
tt0000014,19,Политий поливальник,UA,imdbDisplay,0
tt0000014,1,The Sprinkler Sprinkled,US,imdbDisplay,0
tt0000014,20,Der begossene Gärtner,DE,imdbDisplay,0
tt0000014,21,El regador regado,ES,imdbDisplay,0
tt0000014,22,Trädgårsmästarn,FI,,0
tt0000014,23,Le jardinier et le petit espiègle,FR,alternative,0
tt0000014,24,Политый поливальщик,RU,imdbDisplay,0
tt0000014,2,Tables Turned on the Gardener,US,alternative,0
tt0000014,3,Gartneren vandes,DK,,0
tt0000014,4,A megöntözött öntöző,HU,imdbDisplay,0
tt0000014,5,Vattnaren bevattnad,SE,,0
tt0000014,6,Le jardinier,FR,,0
tt0000014,7,Oblany ogrodnik,PL,,0
tt0000014,8,L'innaffiatore annaffiato,IT,,0
tt0000014,9,水をかけられた散水夫,JP,imdbDisplay,0
tt0000015,1,Вoкруг кабинки,RU,imdbDisplay,0
tt0000015,2,Egy kabin körül,HU,imdbDisplay,0
tt0000015,3,Around a Bathing Hut,US,,0
tt0000015,4,Autour d'une cabine,FR,imdbDisplay,0
tt0000015,5,Autour d'une cabine,,original,1
tt0000015,6,Навколо кабінки,UA,imdbDisplay,0
tt0000016,10,Vene lähtee satamasta,FI,,0
tt0000016,11,Boat Leaving the Port,US,imdbDisplay,0
tt0000016,12,Båten lämnar hamnet,FI,,0
tt0000016,13,Brod napušta luku,RS,imdbDisplay,0
tt0000016,1,Boat Leaving the Port,XWW,imdbDisplay,0
tt0000016,2,Човен виходить із порту,UA,imdbDisplay,0
tt0000016,3,Kikötőből távozó bárka,HU,imdbDisplay,0
tt0000016,4,Barque sortant du port,FR,imdbDisplay,0
tt0000016,5,Barque sortant du port,,original,1
tt0000016,6,Łódź wypływająca z portu,PL,imdbDisplay,0
tt0000016,7,La sortie du port,FR,alternative,0
tt0000016,8,Лодка выходит из порта,RU,imdbDisplay,0
tt0000016,9,Boat Leaving the Port,GB,imdbDisplay,0
tt0000017,1,Italienischer Bauerntanz,,original,1
tt0000017,2,Bauerntanz zweier Kinder,DE,,0
tt0000017,3,Італійський селянський танець,UA,imdbDisplay,0
tt0000017,4,Italienischer Bauerntanz,DE,imdbDisplay,0
tt0000017,5,Итальянский крестьянский танец,RU,imdbDisplay,0
tt0000018,1,Das boxende Känguruh,DE,imdbDisplay,0
tt0000018,2,Cangurul boxer,RO,imdbDisplay,0
tt0000018,3,Das boxende Känguruh,,original,1
tt0000018,4,Бокс с кенгуру,RU,imdbDisplay,0
tt0000018,5,Mr. Delaware and the Boxing Kangaroo,GB,,0
tt0000019,1,The Clown Barber,GB,imdbDisplay,0
tt0000019,2,The Clown Barber,,original,1
tt0000020,1,The Derby 1895,,original,1
tt0000020,2,Дерби 1895,RU,imdbDisplay,0
tt0000020,3,The Derby 1895,GB,imdbDisplay,0
tt0000022,1,The Blacksmiths,US,,0
tt0000022,2,Kowale,PL,imdbDisplay,0
tt0000022,3,Кузнецы,RU,imdbDisplay,0
tt0000022,4,Los herreros,ES,imdbDisplay,0
tt0000022,5,Ковалі,UA,imdbDisplay,0
tt0000022,6,Les forgerons,FR,imdbDisplay,0
tt0000022,7,Blacksmith Scene,US,,0
tt0000022,8,Les forgerons,,original,1
tt0000022,9,Blacksmiths at Work,GB,,0
tt0000023,10,Море,RU,imdbDisplay,0
tt0000023,11,A Dip in the Sea,XWW,alternative,0
tt0000023,12,Meri,FI,,0
tt0000023,13,La Mer,FR,alternative,0
tt0000023,14,Baño en el mar,ES,imdbDisplay,0
tt0000023,15,Kapiel w morzu,PL,imdbDisplay,0
tt0000023,16,Hafvet,FI,,0
tt0000023,1,Plivanje u moru,RS,imdbDisplay,0
tt0000023,2,Морське купання,UA,imdbDisplay,0
tt0000023,3,Sea Bathing,GB,,0
tt0000023,4,The Sea,XWW,imdbDisplay,0
tt0000023,5,The Sea,US,imdbDisplay,0
tt0000023,6,The Sea,GB,imdbDisplay,0
tt0000023,7,Meri ihmeellisine kylpykuvauksineen,FI,,0
tt0000023,8,Baignade en mer,,original,1
tt0000023,9,Baignade en mer,FR,imdbDisplay,0
tt0000024,1,Opening of the Kiel Canal,,original,1
tt0000024,2,Eroffnung des Nordostsee Kanals,DE,imdbDisplay,0
tt0000024,3,Inauguration of the Kiel Canal by Kaiser Wilhelm II,GB,alternative,0
tt0000024,4,A Kieli-csatorna megnyitása,HU,imdbDisplay,0
tt0000024,5,Opening of the Kiel Canal,GB,imdbDisplay,0
tt0000025,1,The Oxford and Cambridge University Boat Race,GB,imdbDisplay,0
tt0000025,2,The Oxford and Cambridge University Boat Race,,original,1
tt0000026,10,Et spil kort,DK,,0
tt0000026,11,Kortspelet,FI,,0
tt0000026,12,Партія в карти,UA,imdbDisplay,0
tt0000026,13,Ett parti ecarté,FI,,0
tt0000026,14,Партия в карты,RU,imdbDisplay,0
tt0000026,1,Partia kart,PL,imdbDisplay,0
tt0000026,2,Card Game,,,0
tt0000026,3,Korttipeli,FI,,0
tt0000026,4,Game of Cards,GB,,0
tt0000026,5,The Messers. Lumière at Cards,US,,0
tt0000026,6,Kártyaparti,HU,imdbDisplay,0
tt0000026,7,Ecarté peliä,FI,,0
tt0000026,8,Partie d'écarté,,original,1
tt0000026,9,Partie d'écarté,FR,,0
tt0000027,1,Площа Кордельє в Ліоні,UA,imdbDisplay,0
tt0000027,2,Cordeliers' Square in Lyon,GB,imdbDisplay,0
tt0000027,3,Cordeliers' Square in Lyon,US,imdbDisplay,0
tt0000027,4,Place des Cordeliers à Lyon,FR,imdbDisplay,0
tt0000027,5,Площадь Корделье в Лионе,RU,imdbDisplay,0
tt0000027,6,Place des Cordeliers à Lyon,,original,1
tt0000027,7,Plaza de los Cordeliers en Lyon,ES,imdbDisplay,0
tt0000027,8,"Cordeliers Square, Lyons, France",GB,,0
tt0000027,9,Cordeliers' Square in Lyon,XWW,imdbDisplay,0
tt0000028,1,A Pesca do Peixe Dourado,BR,imdbDisplay,0
tt0000028,2,La pêche aux poissons rouges,,original,1
tt0000028,3,La pêche aux poissons rouges,FR,imdbDisplay,0
tt0000028,4,Виловлювання червоних рибок,UA,imdbDisplay,0
tt0000028,5,Fishing for Goldfish,XWW,imdbDisplay,0
tt0000028,6,Zabawa z rybka,PL,imdbDisplay,0
tt0000028,7,Fishing for Goldfish,GB,imdbDisplay,0
tt0000028,8,Вылaвливание красных рыбок,RU,imdbDisplay,0
tt0000028,9,Fishing for Goldfish,US,imdbDisplay,0
tt0000029,10,Repas de bébé,FR,imdbDisplay,0
tt0000029,11,Karmienie dziecka,PL,imdbDisplay,0
tt0000029,12,Repas de bébé,,original,1
tt0000029,13,Repas de bébé,DE,imdbDisplay,0
tt0000029,14,Baby's Meal,GB,imdbDisplay,0
tt0000029,15,Le goûter de bébé,FR,alternative,0
tt0000029,16,La comida del bebé,ES,imdbDisplay,0
tt0000029,17,Сніданок немовляти,UA,imdbDisplay,0
tt0000029,18,Lapsen ateria,FI,,0
tt0000029,19,Baby mades,DK,,0
tt0000029,1,Baby's Dinner,US,,0
tt0000029,20,A kisbaba reggelije,HU,imdbDisplay,0
tt0000029,21,La colazione del bimbo,IT,imdbDisplay,0
tt0000029,22,Вечера за бебу,RS,imdbDisplay,0
tt0000029,23,Barnets måltid,FI,,0
tt0000029,24,Baby's Lunch,US,,0
tt0000029,2,Feeding the Baby,US,,0
tt0000029,3,Le repas de bébé,NZ,festival,0
tt0000029,4,La comida del bebé,UY,,0
tt0000029,5,Le déjeuner de bébé,FR,alternative,0
tt0000029,6,Baby's Meal,XWW,imdbDisplay,0
tt0000029,7,O Almoço do Bebê,BR,imdbDisplay,0
tt0000029,8,Завтрак младенца,RU,imdbDisplay,0
tt0000029,9,Baby's Meal,US,imdbDisplay,0
tt0000030,1,"Бушующее море, вызвавшее наводнение в Дувре",RU,imdbDisplay,0
tt0000030,2,Rough Sea at Dover,,original,1
tt0000030,3,A hullámzó tenger Dovernél,HU,imdbDisplay,0
tt0000030,4,Sea Waves at Dover,GB,alternative,0
tt0000030,5,Rough Sea at Dover,GB,imdbDisplay,0
tt0000030,6,"Бурхливе море, що викликало повінь у Дуврі",UA,imdbDisplay,0
tt0000030,7,A South-West Storm in Dover,GB,alternative,0
tt0000030,8,A South-Wester,GB,alternative,0
tt0000031,10,Le saut à la couverture,FR,imdbDisplay,0
tt0000031,11,Jumping the Blanket,GB,imdbDisplay,0
tt0000031,1,Sotilaskuva,FI,,0
tt0000031,2,Jumping the Blanket,XWW,imdbDisplay,0
tt0000031,3,En soldatscen,FI,,0
tt0000031,4,Прыжок на брезент,RU,imdbDisplay,0
tt0000031,5,Saut à la couverture,FR,,0
tt0000031,6,Brimade dans une caserne,FR,alternative,0
tt0000031,7,Jumping the Blanket,US,imdbDisplay,0
tt0000031,8,Стрибок через брезент,UA,imdbDisplay,0
tt0000031,9,Le saut à la couverture,,original,1
tt0000032,1,Dans serpentin,RO,imdbDisplay,0
tt0000032,2,Серпантин,UA,imdbDisplay,0
tt0000032,3,Serpentinen Tanz,DE,alternative,0
tt0000032,4,Die Serpentintänzerin,,original,1
tt0000032,5,Serpentintanz Mlle. Ancion,DE,,0
tt0000032,6,Серпантин,RU,imdbDisplay,0
tt0000033,10,Trick Riding,US,,0
tt0000033,11,Вольтижування,UA,imdbDisplay,0
tt0000033,1,A Acrobacia,BR,imdbDisplay,0
tt0000033,2,Horse Trick Riders,GB,imdbDisplay,0
tt0000033,3,Hyppyjä,FI,,0
tt0000033,4,Horse Trick Riders,XWW,imdbDisplay,0
tt0000033,5,Horse Riders,XWW,alternative,0
tt0000033,6,La voltige,,original,1
tt0000033,7,Вoльтижировка,RU,imdbDisplay,0
tt0000033,8,Horse Trick Riders,US,imdbDisplay,0
tt0000033,9,La voltige,FR,imdbDisplay,0
tt0000034,1,Arrivée d'un train gare de Vincennes,,original,1
tt0000034,2,Прибытие поезда на станцию в Венсене,RU,imdbDisplay,0
tt0000034,3,Прибуття поїзда на станцію в Венсені,UA,imdbDisplay,0
tt0000034,4,Arrivée d'un train gare de Vincennes,FR,imdbDisplay,0
tt0000034,5,Arrival of a Train at Vincennes Station,XWW,alternative,0
tt0000035,1,Поливальщик,RU,imdbDisplay,0
tt0000035,2,L'arroseur,FR,imdbDisplay,0
tt0000035,3,L'arroseur,,original,1
tt0000035,4,The Sprinkler Sprinkled,XWW,alternative,0
tt0000035,5,Watering the Flowers,US,,0
tt0000036,1,Awakening of Rip,US,imdbDisplay,0
tt0000036,2,Awakening of Rip,,original,1
tt0000036,3,Пробуждение Рипа,RU,imdbDisplay,0
tt0000037,1,Морское купание,RU,imdbDisplay,0
tt0000037,2,Sea Bathing,US,imdbDisplay,0
tt0000037,3,Baignade en mer,,original,1
tt0000037,4,Baignade en mer,FR,imdbDisplay,0
tt0000038,1,The Ball Game,,original,1
tt0000038,2,The Ball Game,US,imdbDisplay,0
tt0000039,1,Barnet Horse Fair,,original,1
tt0000039,2,Barnet Horse Fair,GB,imdbDisplay,0
tt0000040,1,Boat Leaving the Harbor at Trouville,US,,0
tt0000040,2,Barque sortant du port de Trouville,FR,imdbDisplay,0
tt0000040,3,Barque sortant du port de Trouville,,original,1
tt0000041,10,Bitwa na sniezki,PL,imdbDisplay,0
tt0000041,11,Snowball Fight,GB,imdbDisplay,0
tt0000041,1,Snowball Fight,US,,0
tt0000041,2,Hógolyócsata,HU,imdbDisplay,0
tt0000041,3,Bataille de neige,,original,1
tt0000041,4,A Batalha de Neve,BR,imdbDisplay,0
tt0000041,5,Игра в снежки,RU,imdbDisplay,0
tt0000041,6,Битва снежками,KZ,imdbDisplay,0
tt0000041,7,Гра в сніжки,UA,imdbDisplay,0
tt0000041,8,Bataille de boules de neige,FR,imdbDisplay,0
tt0000041,9,Die Schneeballschlacht,DE,imdbDisplay,0
tt0000042,1,Seine nehrindeki gemiler,TR,,0
tt0000042,2,Bateau-mouche sur la Seine,,original,1
tt0000042,3,Bateau-mouche sur la Seine,FR,imdbDisplay,0
tt0000043,1,Batteuse à vapeur,,original,1
tt0000043,2,Batteuse à vapeur,FR,imdbDisplay,0
tt0000044,1,Le bivouac,,original,1
tt0000044,2,Le bivouac,FR,imdbDisplay,0
tt0000045,1,Les blanchisseuses,,original,1
tt0000045,2,Les blanchisseuses,FR,imdbDisplay,0
tt0000045,3,Mosónők,HU,imdbDisplay,0
tt0000045,4,The Washerwomen,US,,0
tt0000046,1,Bois de Boulogne,FR,imdbDisplay,0
tt0000046,2,Булонский лес,RU,imdbDisplay,0
tt0000046,3,Bois de Boulogne,,original,1
tt0000046,4,Bois de Boulogne (Porte de Madrid),FR,alternative,0
tt0000047,1,Boulevard des Italiens,,original,1
tt0000047,2,Boulevard des Italiens,FR,imdbDisplay,0
tt0000047,3,Итальянский бульвар,RU,imdbDisplay,0
tt0000048,1,The Boxing Kangaroo,US,imdbDisplay,0
tt0000048,2,Боксирующий кенгуру,RU,imdbDisplay,0
tt0000048,3,The Boxing Kangaroo,GB,imdbDisplay,0
tt0000048,4,The Boxing Kangaroo,,original,1
tt0000049,1,"Boxing Match; or, Glove Contest",,original,1
tt0000049,2,"Boxing Match; or, Glove Contest",GB,imdbDisplay,0
tt0000050,1,Bébé et fillettes,,original,1
tt0000050,2,Bébé et fillettes,FR,imdbDisplay,0
tt0000050,3,Baby and Young Girls,US,,0
tt0000051,1,The Bohemian Encampment,US,,0
tt0000051,2,Gypsies at Home,US,,0
tt0000051,3,El campamento bohemio,XWW,,0
tt0000051,4,Campement de bohémiens,FR,imdbDisplay,0
tt0000051,5,Campement de bohémiens,,original,1
tt0000052,1,Carga de rurales,MX,imdbDisplay,0
tt0000052,2,Soldats ruraux au Mexique,FR,alternative,0
tt0000052,3,Rurales Mexicanos al galope,MX,,0
tt0000052,4,Carga de rurales,,alternative,0
tt0000052,5,Verpflichtung der Landpolizei,DE,,0
tt0000052,6,Desfile de rurales al galope el 16 de septiembre,,,0
tt0000052,7,Ruraux au galop,,original,1
tt0000053,1,A Chegada do Comboio Inaugural à Estação Central do Porto,PT,imdbDisplay,0
tt0000053,2,A Chegada do Comboio Inaugural à Estação Central do Porto,,original,1
tt0000054,1,A Merry-Go-Round,US,,0
tt0000054,2,Les chevaux de bois,,original,1
tt0000054,3,Les chevaux de bois,FR,imdbDisplay,0
tt0000055,1,Старьёвщик,RU,imdbDisplay,0
tt0000055,2,Le chiffonnier,,original,1
tt0000055,3,Le chiffonnier,FR,imdbDisplay,0
tt0000056,1,Uma Corrida de Touros no Campo Pequeno,,original,1
tt0000056,2,Uma Corrida de Touros no Campo Pequeno,GB,imdbDisplay,0
tt0000057,1,Cortège de tzar allant à Versailles,,original,1
tt0000057,2,Cortège de tzar allant à Versailles,FR,imdbDisplay,0
tt0000057,3,The Czar and His Cortege Going to Versailles,GB,imdbDisplay,0
tt0000058,1,The Czar's Cortege in the Bois de Boulogne,GB,imdbDisplay,0
tt0000058,2,Cortège de tzar au Bois de Boulogne,,original,1
tt0000058,3,Cortège de tzar au Bois de Boulogne,FR,imdbDisplay,0
tt0000059,1,Coronation of a Village Maiden,US,,0
tt0000059,2,Couronnement de la rosière,,original,1
tt0000059,3,Couronnement de la rosière,FR,imdbDisplay,0
tt0000060,1,Dancing Darkies,,original,1
tt0000060,2,Dancing Darkies,US,imdbDisplay,0
tt0000061,1,Dancing Girls,GB,imdbDisplay,0
tt0000061,2,Dancing Girls,,original,1
tt0000062,1,Danse serpentine,,original,1
tt0000062,2,Danse serpentine,FR,imdbDisplay,0
tt0000063,1,Dessinateur express,,original,1
tt0000063,2,Dessinateur express (M. Thiers),FR,alternative,0
tt0000063,3,Dessinateur express,FR,imdbDisplay,0
tt0000064,1,Dessinateur: Chamberlain,,original,1
tt0000064,2,Dessinateur: Chamberlain,FR,imdbDisplay,0
tt0000065,1,Dessinateur: Reine Victoria,,original,1
tt0000065,2,Dessinateur: Reine Victoria,FR,imdbDisplay,0
tt0000066,1,Dessinateur: Von Bismark,FR,imdbDisplay,0
tt0000066,2,Dessinateur: Von Bismark,,original,1
tt0000067,1,Dix chapeaux en 60 secondes,,original,1
tt0000067,2,Conjurer Making Ten Hats in Sixty Seconds,US,,0
tt0000067,3,Dix chapeaux en 60 secondes,FR,imdbDisplay,0
tt0000068,1,Unloading the Boat,US,,0
tt0000068,2,Déchargement de bateaux au Havre,FR,alternative,0
tt0000068,3,Déchargement de bateaux,FR,imdbDisplay,0
tt0000068,4,Déchargement de bateaux,,original,1
tt0000069,1,Post No Bills,US,,0
tt0000069,2,Защита,RU,imdbDisplay,0
tt0000069,3,Colleurs d'affiches,FR,alternative,0
tt0000069,4,Απαγορεύεται η αφισοκόλλησις,GR,imdbDisplay,0
tt0000069,5,Defense Show,US,,0
tt0000069,6,Défense d'afficher,DE,imdbDisplay,0
tt0000069,7,Défense d'afficher,,original,1
tt0000069,8,Défense d'afficher,FR,imdbDisplay,0
tt0000070,10,Demolition of a Wall,CA,imdbDisplay,0
tt0000070,11,Разрушение стены,RU,imdbDisplay,0
tt0000070,12,Zburzenie muru,PL,imdbDisplay,0
tt0000070,13,Démolition d'un mur,,original,1
tt0000070,14,En vägg rivs,FI,,0
tt0000070,15,Démolition d'un mur,FR,imdbDisplay,0
tt0000070,16,Зруйнування муру,UA,imdbDisplay,0
tt0000070,1,Falbontás,HU,imdbDisplay,0
tt0000070,2,Miten seinä hajotetaan,FI,,0
tt0000070,3,Demolition of a Wall,US,imdbDisplay,0
tt0000070,4,Demolizione di un muro,IT,imdbDisplay,0
tt0000070,5,Demolition of a Wall,GB,imdbDisplay,0
tt0000070,6,Seinän kaataminen,FI,,0
tt0000070,7,Demolición de un muro,UY,,0
