nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0003732,Neil Alumkal,1971,\N,"producer,writer","tt0072506,tt0117172,tt0479140"
nm0003733,Daniel Attias,\N,\N,"director,producer,assistant_director","tt0090021,tt0285333,tt0083866,tt0306414"
nm0003734,Lee Beckett,\N,\N,"producer,miscellaneous,music_department","tt8300932,tt3044834,tt12390140,tt9099136"
nm0003735,Antony J. Bowman,\N,\N,"writer,director,producer","tt3329018,tt0097012,tt2379673,tt0180037"
nm0003736,Scott Brooke,\N,\N,camera_department,"tt0118002,tt0114345,tt0106497,tt0109642"
nm0003737,Jim Brooks,1977,\N,"actor,writer","tt0237995,tt0423296,tt0238122,tt0187665"
nm0003738,Jay Cannistraci,1930,2011,"make_up_department,actor","tt0430357,tt0111255,tt0109830,tt0120890"
nm0003739,Randy Carter,\N,\N,"editor,editorial_department,assistant_director","tt2474984,tt0416775,tt3998256,tt1698008"
nm0003740,Julie Dretzin,1968,\N,actress,"tt1152398,tt0215545,tt0248654,tt0903747"
nm0003741,Robin Driscoll,\N,\N,"actor,writer,miscellaneous","tt0453451,tt0373632,tt0096657,tt0118689"
nm0003742,Robyn Driscoll,\N,\N,"actor,writer,executive","tt0106179,tt0184858,tt0113497,tt0120670"
nm0003743,Clive Edwards,\N,\N,"art_department,set_decorator,miscellaneous","tt4680182,tt0175142,tt0406759,tt0457572"
nm0003744,Nick Evans,\N,\N,"set_decorator,art_department","tt0382628,tt0328589,tt0251127,tt0147612"
nm0003745,Anthony Fabian,1965,\N,"director,producer,writer","tt5151570,tt8553340,tt2417404,tt0964586"
nm0003747,Nina M. Gilberti,\N,\N,"editor,producer,director","tt0243069,tt0452046,tt0367345,tt9011378"
nm0003748,Anthony Green,1970,\N,actor,"tt0258463,tt0182408,tt0472242,tt0120347"
nm0003749,Peter Hearn,\N,\N,"editor,sound_department","tt0110891,tt0086964,tt0076101,tt0070589"
nm0003750,Steve Herold,1968,\N,"miscellaneous,editorial_department,director","tt10403250,tt0321550,tt7270922,tt28621233"
nm0003751,Marichelle Daywalt,\N,\N,"producer,director,art_director","tt0286152,tt1693752,tt2041511,tt0233849"
nm0003753,Peter Kambasis,\N,\N,"sound_department,director,writer","tt0298744,tt0237344,tt0414694,tt0366545"
nm0003754,Bob Kensinger,\N,\N,"set_decorator,art_department,production_designer","tt0120179,tt1232829,tt0087597,tt1217613"
nm0003755,Paula Lane,\N,\N,"producer,production_designer","tt0114025,tt0449625,tt0386118,tt0302855"
nm0003756,Richard Leeman,\N,\N,"editor,editorial_department,sound_department","tt0109086,tt0086759,tt0097737,tt0086927"
nm0003757,Jacqueline Lewis,\N,\N,actress,tt0052676
nm0003758,Gustavo Lipsztein,\N,\N,"writer,producer,director","tt5822138,tt8972568,tt10520386,tt16427924"
nm0003759,Ed Marx,\N,\N,"editor,sound_department,editorial_department","tt0263488,tt0870122,tt2190467,tt1323045"
nm0003760,Ron Mason,\N,\N,"art_department,art_director,production_designer","tt9777666,tt11286314,tt4154796,tt1226273"
nm0003761,Edward T. McDougal,\N,\N,"producer,writer,director","tt0418704,tt0418709,tt0235166,tt0192360"
nm0003762,Alexandre Michaud,\N,\N,"producer,writer,director","tt0235847,tt0267253,tt0844289,tt0388091"
nm0003763,Sharron Miller,\N,\N,"director,sound_department,editor","tt0083395,tt0136671,tt0176357,tt0202179"
nm0003764,Daniel Osers,1970,\N,"actor,miscellaneous","tt0110587,tt0109865,tt0138459,tt0106148"
nm0003765,Laura Misch Owens,1953,\N,actress,"tt27042739,tt0073690,tt0077912,tt0076055"
nm0003766,Michael Pakleppa,1950,\N,"producer,director,writer","tt0237052,tt0237827,tt3519178,tt0154443"
nm0003767,Adam Peiken,\N,\N,"editorial_department,miscellaneous,assistant_director","tt0159233,tt0218475,tt0315459,tt0251075"
nm0003768,Efram Potelle,\N,\N,"visual_effects,animation_department,director","tt1020543,tt0329676,tt0213994,tt0451279"
nm0003769,Dan Sacks,1977,\N,"producer,miscellaneous,director","tt0272937,tt2303011,tt0192704,tt0472023"
nm0003770,Whitney Saik,\N,\N,"producer,assistant_director,miscellaneous","tt0420460,tt0119806,tt0236576,tt0278250"
nm0003771,David Schneider,\N,\N,"editor,director,writer","tt0233849,tt0286152,tt1322998,tt2056696"
nm0003772,Richard Schwartz,1956,\N,"manager,producer,camera_department","tt2312530,tt0227671,tt5670364"
nm0003773,Claire Schwob,\N,\N,"producer,director,editor","tt3357214,tt26697010,tt1078940,tt3487892"
nm0003774,Matt Z. Siegel,\N,\N,"sound_department,producer,director","tt0331340,tt0244094,tt0199557,tt0187853"
nm0003775,Cynthia Sleiter,\N,\N,"set_decorator,art_department,art_director","tt0460791,tt0489099,tt0106582,tt1478839"
nm0003776,Trey Stokes,\N,\N,"visual_effects,director,editor","tt0114508,tt0120201,tt0358640,tt0096754"
nm0003777,J. Ben Sykes,1974,\N,"casting_department,miscellaneous,art_department","tt0104511,tt0169547,tt0166276,tt0107594"
nm0003778,David Teller,\N,\N,"editorial_department,editor,miscellaneous","tt0892769,tt0892782,tt3513498,tt9684220"
nm0003779,Alessandra Torresani,1987,\N,"actress,producer","tt1844624,tt0898266,tt4052886,tt8712204"
nm0003780,Ladd Vance,\N,\N,"producer,miscellaneous,actor","tt0095016,tt0266465,tt0111438,tt0098206"
nm0003781,Timothy J. Warenz,\N,\N,"production_manager,producer,miscellaneous","tt0150500,tt0292634,tt0188205,tt0167145"
nm0003782,Jeff Winner,1971,\N,"director,editor,producer","tt6351056,tt0408162,tt0171359,tt0238743"
nm0003783,Bill Yahraus,\N,\N,"editor,director,cinematographer","tt21745312,tt0238125,tt0238277,tt3235012"
nm0003784,Joe Grisaffi,1968,\N,"actor,casting_department,producer","tt0151309,tt8835638,tt1884338,tt2909196"
nm0003785,Titus Y.H. Chong,\N,\N,"producer,script_department,miscellaneous","tt1414215,tt3856916,tt1429042,tt0120751"
nm0003786,Marc Singer,\N,\N,"director,cinematographer,producer","tt1991264,tt0235327,tt0343329"
nm0003787,Bil Yoelin,\N,\N,"editor,writer,camera_department","tt5665418,tt0828164,tt0234854,tt1992224"
nm0003788,Patti McGuire,\N,\N,"miscellaneous,producer","tt1414382,tt0119488,tt0115685,tt0103776"
nm0003789,David Birdsell,\N,\N,"editor,director,writer","tt0137396,tt0161915,tt0325039,tt1024848"
nm0003790,Carlos Barbosa,\N,\N,"production_designer,producer,art_director","tt0393162,tt0435670,tt0285331,tt0155975"
nm0003791,Christian Sebaldt,1958,\N,"cinematographer,camera_department,producer","tt0318627,tt0120241,tt0185371,tt0247082"
nm0003792,Dino Herrmann,\N,\N,"sound_department,music_department,composer","tt0319262,tt2980210,tt3758172,tt0370263"
nm0003793,David Attis,\N,\N,actor,"tt0158671,tt0207881,tt0338159,tt0285624"
nm0003794,Ryszard Bugajski,1943,2019,"director,writer,producer","tt0084548,tt2807624,tt1420543,tt5662990"
nm0003795,Kristina Trirogoff,\N,\N,"editor,editorial_department,director","tt1723125,tt0113277,tt0233142,tt0369339"
nm0003796,Ricky Edwards,\N,\N,"composer,music_department,soundtrack","tt0881320,tt0120382,tt0117631,tt0200465"
nm0003797,Thomas Vicari,1948,\N,"music_department,sound_department,soundtrack","tt4975722,tt0318997,tt0266543,tt1291580"
nm0003798,Donald Martin,\N,\N,"writer,producer,miscellaneous","tt10344986,tt2806390,tt8338076,tt13978306"
nm0003799,Shane Daly,1966,\N,"actor,miscellaneous","tt0242445,tt0482527,tt1650554,tt0165710"
nm0003800,Sean Michael Fish,1964,\N,"actor,art_department,miscellaneous","tt0106144,tt0320595,tt0280415,tt0277670"
nm0003801,Julian Ferreira,\N,\N,camera_department,"tt0165628,tt0164887,tt0229021,tt0169161"
nm0003802,Uta Briesewitz,\N,\N,"cinematographer,director,camera_department","tt4574334,tt15384586,tt0306414,tt7462410"
nm0003803,Donald Irvine,\N,\N,camera_department,"tt0217823,tt0120903"
nm0003804,Don Irvine,\N,\N,camera_department,"tt0192071,tt1396484,tt0123755,tt0251160"
nm0003805,Geoffrey Brown,\N,2015,"producer,actor,director","tt0163179,tt0087612,tt0238217,tt0083868"
nm0003806,Bill Bannerman,\N,\N,"assistant_director,producer,miscellaneous","tt1673434,tt0427340,tt3829266,tt8629748"
nm0003807,Paul Greenberg,\N,\N,"producer,director,writer","tt21065376,tt0238319,tt15766900,tt0179803"
nm0003808,Kate Forster,1969,\N,"actress,producer","tt0183505,tt0200427,tt1619856,tt0166924"
nm0003809,Ari Bass,1967,\N,"producer,music_department,miscellaneous","tt0238410,tt0260555,tt0113816,tt0118076"
nm0003810,Colin Matthews,\N,\N,"art_department,actor,art_director","tt8368512,tt0183523,tt0118480,tt8623904"
nm0003811,Kelley Ray,\N,\N,"visual_effects,assistant_director","tt0120609,tt0113957,tt0120008,tt0120201"
nm0003812,Guglielmo Enea,\N,\N,"writer,director","tt0263274,tt1961356,tt0124203,tt0238468"
nm0003813,Liselotte Pulver,1929,\N,"actress,soundtrack","tt0051200,tt0052656,tt0055070,tt0055256"
nm0003814,Alana Sosnova,\N,\N,"actress,producer,miscellaneous","tt0107752,tt0193508,tt0112998,tt0112056"
nm0003815,Ronn Brown,\N,\N,"visual_effects,animation_department,art_department","tt0076759,tt0119654,tt0133152,tt0217505"
nm0003816,Jamie D. Boscardin,\N,\N,"producer,production_manager,miscellaneous","tt0113277,tt18394190,tt0107798,tt0387877"
nm0003817,Michael Clarke Duncan,1957,2012,"actor,soundtrack,producer","tt0190138,tt0401792,tt0120591,tt0120689"
nm0003818,Nick Brimble,1944,\N,actor,"tt0102798,tt0183790,tt0119214,tt0099612"
nm0003819,Kevin Kelly Brown,\N,\N,producer,"tt6297682,tt7588054,tt0201391,tt3203606"
nm0003820,Andrew Charas,\N,\N,"producer,writer,miscellaneous","tt0337610,tt0160339,tt0293176,tt0115880"
nm0003821,Tony Gardner,\N,\N,actor,"tt0059968,tt0063972,tt0064003,tt0067791"
nm0003822,Hubie Kerns Jr.,1949,\N,"stunts,assistant_director,actor","tt0316732,tt0418279,tt0399201,tt0084726"
nm0003823,Richard McQuilkin,\N,\N,"miscellaneous,camera_department,location_management","tt0296745,tt0097770,tt0113277,tt0113926"
nm0003824,Karen M. Murphy,\N,\N,"visual_effects,miscellaneous,production_manager","tt0241527,tt0133093,tt1856101,tt0970179"
nm0003825,Andrew Neiderman,1940,\N,"writer,miscellaneous,producer","tt2393727,tt0118971,tt0478237,tt0095871"
nm0003826,Eric Parkinson,1958,\N,"producer,actor,writer","tt5537002,tt6598282,tt3455542,tt10294634"
nm0003827,Hammond Peek,\N,\N,"sound_department,production_manager,camera_department","tt0360717,tt0120737,tt0167260,tt0167261"
nm0003828,Martin Pope,1961,\N,"producer,script_department","tt9303756,tt1762300,tt0465430,tt1235189"
nm0003829,Mickey Rat,\N,\N,composer,tt0102420
nm0003830,Wendy Richardson,\N,\N,"art_department,miscellaneous,assistant_director","tt0110074,tt0109830,tt0126916,tt0277434"
nm0003831,Andy Ryan,\N,\N,"camera_department,actor","tt0117500,tt1790864,tt1276104,tt0319262"
nm0003832,Ingrid Schölderle,1952,\N,actress,"tt0806910,tt9097694,tt0085948,tt13264068"
nm0003833,James D. Solomon,\N,\N,"miscellaneous,writer,producer","tt3568002,tt0968264,tt0486531,tt0118437"
nm0003834,John Stoneham Jr.,\N,\N,"stunts,actor,assistant_director","tt3450958,tt1650062,tt1318514,tt1375666"
nm0003835,Heather Waters,\N,\N,actress,"tt0376606,tt0211955,tt0331634,tt0366620"
nm0003836,Michael Powell,1905,1990,"director,writer,producer","tt0054167,tt0038733,tt0044103,tt0040725"
nm0003837,Stuart Cooper,\N,\N,"director,writer,producer","tt0405496,tt0150705,tt1244588,tt0870985"
nm0003838,Dominick Tavella,\N,\N,sound_department,"tt0299658,tt0947798,tt0795421,tt0138704"
nm0003839,Alain Renoir,1921,2008,"camera_department,actor,cinematographer","tt0268284,tt0033151,tt0031885,tt0029957"
nm0003840,Mark Boucher,1967,\N,art_department,"tt0120768,tt2103281,tt5834262,tt0822847"
nm0003841,Jon Fries,1968,\N,"editorial_department,producer,assistant_director","tt1320103,tt0117468,tt0820466,tt0109770"
nm0003842,Femke-Anna Broere,1972,\N,actress,"tt0115189,tt0149499,tt0222564,tt0112315"
nm0003843,Jack Blum,\N,\N,"writer,actor,producer","tt0147867,tt0082498,tt0115397,tt0079540"
nm0003844,Darla Crane,1966,\N,"actress,director,producer","tt0239141,tt0238842,tt0238884,tt1085798"
nm0003845,Craig Camp,\N,\N,"camera_department,cinematographer","tt0082656,tt0080836,tt0082984,tt0071780"
nm0003846,Volker Gläser,\N,\N,"cinematographer,camera_department,editorial_department","tt0119167,tt0765432,tt0116742,tt0253474"
nm0003847,Bryan Donnell,1968,\N,"cinematographer,camera_department,miscellaneous","tt9078908,tt8218940,tt11285856,tt26594061"
nm0003848,Charles-André Bertrand,1960,\N,"art_department,assistant_director,production_manager","tt0335121,tt1877832,tt0145681,tt0160009"
nm0003849,Daniel Hubbard,1975,\N,"casting_director,casting_department,producer","tt0360717,tt1535109,tt0146316,tt0475276"
nm0003850,Penny Rogers,\N,\N,"miscellaneous,visual_effects,location_management","tt0343818,tt0404032,tt0160184,tt0120901"
nm0003851,James Francis Jr.,1979,\N,special_effects,"tt0205177,tt0207275,tt0324133,tt0160904"
nm0003852,Ernst Kaufmann,1954,\N,"director,writer,cinematographer","tt0109076,tt9359696,tt0107352,tt0297952"
nm0003853,Robert Ohlandt,\N,\N,"sound_department,miscellaneous,assistant_director","tt2630582,tt0118636,tt0145734,tt0209144"
nm0003854,Diana Eden,1940,\N,"costume_designer,actress,costume_department","tt0063462,tt0068319,tt3733774,tt2189714"
nm0003855,Peter Dashkewytch,\N,\N,"assistant_director,director,producer","tt0290334,tt3846674,tt0094025,tt2231554"
nm0003856,Michael Townsend Wright,1956,\N,actor,"tt0179298,tt0146165,tt0177455,tt2572042"
nm0003857,Mel Stewart,1929,2002,"actor,writer","tt0075590,tt0099180,tt0094484,tt0085088"
nm0003858,Mel Stewart,1968,\N,actor,"tt0096542,tt0110805,tt0307129,tt0246108"
nm0003859,Owen Brenman,1956,\N,"actor,director,writer","tt0098882,tt0163964,tt0241383,tt0443390"
nm0003860,David Caprita,1953,\N,"actor,miscellaneous","tt0106168,tt0111255,tt1826940,tt0102492"
nm0003861,David Jensen,1952,\N,"actor,camera_department,producer","tt0421715,tt2649554,tt0240772,tt4419214"
nm0003862,Amy Wilson,\N,\N,actress,"tt0264761,tt0362269,tt1671582,tt0181935"
nm0003863,Stacey Byers,\N,\N,"art_department,miscellaneous","tt0118883,tt0120591,tt0141369,tt0213149"
nm0003864,Michael S. Murphey,\N,\N,"producer,miscellaneous,writer","tt1136608,tt0096928,tt0089686,tt1343727"
nm0003865,Tony Hudson,1963,\N,"visual_effects,animation_department,special_effects","tt0119654,tt0091225,tt0093260,tt10545296"
nm0003866,Donald Brian,1875,1948,actor,"tt0029204,tt0007360,tt0006230,tt4846432"
nm0003867,John R. Grantham,\N,\N,actor,tt0102984
nm0003868,John T. Grantham,\N,\N,"actor,stunts","tt0106761,tt0117373,tt0105946,tt0113161"
nm0003869,David Parks,\N,\N,"camera_department,cinematographer,producer","tt0109178,tt0107254,tt0288379,tt0106922"
nm0003870,Marilyn Ghigliotti,\N,\N,"actress,make_up_department,producer","tt0109445,tt6521876,tt11128440,tt4937114"
nm0003871,Jamison Goei,\N,\N,"visual_effects,miscellaneous,assistant_director","tt2582802,tt11291274,tt0454841,tt1099212"
nm0003872,David Arnold,\N,\N,"assistant_director,miscellaneous","tt4776998,tt2887954,tt0985699,tt2322441"
nm0003873,Brian Backman,1975,2016,"assistant_director,miscellaneous,location_management","tt0432348,tt0120338,tt0242445,tt1321870"
nm0003874,Robyn Badger,\N,\N,"producer,art_department,production_designer","tt0340390,tt0263905,tt0187995,tt0113776"
nm0003875,Hyatt Bass,1969,\N,"director,writer,camera_department","tt0108223,tt0105417,tt0108358,tt0212719"
nm0003876,Laurent Boulanger,1972,\N,"director,writer,editor","tt0255376,tt0497991,tt0210124,tt0240145"
nm0003877,Dan Brown,1970,\N,"producer,director,writer","tt0993777,tt4081504,tt0238834,tt0497306"
nm0003878,David Eric Chapman,\N,\N,"assistant_director,producer,miscellaneous","tt9419056,tt6264654,tt0177971,tt0144117"
nm0003879,Jean-Christophe Delpias,\N,\N,"assistant_director,director,actor","tt14060708,tt13327060,tt1816049,tt28247370"
nm0003880,Sam Hill,\N,\N,"producer,director,assistant_director","tt9288030,tt0313043,tt2654580,tt0139134"
nm0003881,Steve Hughes,\N,\N,"editorial_department,director,editor","tt0436992,tt8270592,tt1888075,tt7573024"
nm0003882,Brandon L. Hull,\N,\N,"miscellaneous,cinematographer,production_manager","tt0120755,tt0242445,tt0181739,tt0230030"
nm0003883,Laura MacNutt,1963,\N,"art_director,production_designer,art_department","tt0280969,tt0115243,tt11242218,tt0284655"
nm0003884,Paulo Machline,1967,\N,"director,producer,writer","tt0207112,tt1539980,tt2041532,tt12567394"
nm0003885,Kristen Toscano Messina,\N,\N,"set_decorator,art_department","tt0307479,tt0181865,tt0240772,tt0115736"
nm0003886,Conrad E. Palmisano,1948,2024,"stunts,assistant_director,actor","tt0293564,tt2016894,tt0266915,tt1833673"
nm0003887,David W. Rose,1953,\N,"assistant_director,producer,director","tt0113820,tt0093137,tt0094025,tt0239948"
nm0003888,J.A. Steel,1969,\N,"writer,director,producer","tt1194424,tt0221637,tt0860528,tt5372176"
nm0003889,John Stothart,\N,\N,"editor,editorial_department","tt0124241,tt0107042,tt0092404,tt0081919"
nm0003890,Marcel Visbeen,1966,\N,"director,producer,writer","tt0985638,tt1978200,tt2365936,tt0420219"
nm0003891,Jane Waters,1944,2011,"cinematographer,camera_department,director","tt0089680,tt28511314,tt0177676,tt0153231"
nm0003892,David 'Wex' Wechsler,\N,\N,"assistant_director,miscellaneous,producer","tt5090568,tt1175709,tt1568338,tt9663764"
nm0003893,Hughes Winborne,\N,\N,"editor,editorial_department,sound_department","tt1196948,tt0375679,tt2015381,tt1219827"
nm0003894,Brian Young,\N,\N,"director,writer,producer",tt3359394
nm0003895,Ramon Novarro,1899,1968,"actor,soundtrack,director","tt0015268,tt0014440,tt0019886,tt0016641"
nm0003896,Eric Dawson,1962,\N,"casting_director,casting_department,executive","tt13207736,tt1844624,tt1984119,tt1327801"
nm0003897,Claude Ludovicy,\N,\N,"location_management,miscellaneous,production_manager","tt0396171,tt0189998,tt0780516,tt0118604"
nm0003898,Kirk Bloom,\N,\N,"camera_department,miscellaneous","tt2140379,tt0120768,tt0111503,tt0368891"
nm0003899,Markham Cook,\N,\N,"director,editor,writer","tt0487002,tt0294683,tt3654312,tt1087817"
nm0003900,José Luis Alcaine,1938,\N,"cinematographer,camera_department,miscellaneous","tt1189073,tt0441909,tt0101026,tt8291806"
nm0003901,James Porteous,\N,\N,"sound_department,miscellaneous,director","tt0482857,tt0220264,tt0092329,tt0092038"
nm0003902,Michael DeSantis,\N,\N,"miscellaneous,production_manager","tt3385516,tt6264654,tt4682266,tt1637688"
nm0003903,Catalina Maria Johnson,\N,\N,producer,"tt0179844,tt0359896"
nm0003904,Paul May,1909,1976,"director,editor,writer","tt0055596,tt0045353,tt0053393,tt0026461"
nm0003905,Jim Vines,1963,\N,"writer,camera_department,actor","tt6186596,tt13057276,tt14197758,tt0160652"
nm0003906,Robert Grand,\N,\N,"production_manager,producer,actor","tt0106977,tt0085995,tt0111280,tt0082089"
nm0003907,Peter Rosen,\N,\N,"director,producer,editor","tt0357625,tt3559558,tt27739992,tt0396087"
nm0003909,Michael Lonsdale,1931,2020,"actor,writer,soundtrack","tt0069947,tt0122690,tt0408306,tt0079574"
nm0003910,Travis Fine,1968,\N,"actor,writer,director","tt0103956,tt10820264,tt2066176,tt0172493"
nm0003911,Brian Tyler,1972,\N,"music_department,composer,soundtrack","tt1300854,tt1059786,tt2395427,tt1197624"
nm0003912,Andrew Mulkani,\N,\N,"camera_department,producer,miscellaneous","tt0175142,tt0239948,tt0108330,tt0110322"
nm0003913,Daniel R. Bradette,\N,\N,"art_department,set_decorator","tt0099141,tt0113481,tt0116329,tt0120338"
nm0003914,Bill Wandel,1969,\N,"composer,soundtrack,music_department","tt1059773,tt19800322,tt1481576,tt1290400"
nm0003915,Lindsay Chag,\N,\N,"casting_director,casting_department,producer","tt0098084,tt0107977,tt0095705,tt3118452"
nm0003916,Tim Trageser,1969,\N,"director,writer,actor","tt0240421,tt0134782,tt0258502,tt0240664"
nm0003917,Kelley Cauthen,\N,\N,"editorial_department,producer,editor","tt1699231,tt1086841,tt3846674,tt0845955"
nm0003918,Leonor Areal,\N,\N,"director,editor,writer","tt0240535,tt6889708,tt4629438,tt1548972"
nm0003919,Jeff Ferris,1970,\N,"actor,producer,miscellaneous","tt0938291,tt0330622,tt0171056,tt14205648"
nm0003920,Michael Ellis,\N,\N,"editor,sound_department,editorial_department","tt0078346,tt0115744,tt0089370,tt0914798"
nm0003921,Jeff McEvoy,\N,\N,"editor,editorial_department,miscellaneous","tt0335563,tt1496025,tt3531824,tt1189340"
nm0003922,Michael Goi,1959,\N,"cinematographer,camera_department,director","tt8362852,tt11794642,tt1087461,tt1844624"
nm0003923,Rodger Boyce,\N,\N,actor,"tt0107808,tt0477348,tt0419294,tt0198021"
nm0003924,Sandra Woodring,1964,\N,"make_up_department,production_manager","tt0255564,tt0250687,tt0214388,tt0164114"
nm0003925,Julianne Buescher,\N,\N,"actress,miscellaneous,soundtrack","tt0800039,tt0452046,tt4651824,tt1408101"
nm0003926,Michael Huens,\N,\N,"producer,miscellaneous,art_department","tt0106563,tt0285487,tt2321341,tt1895484"
nm0003927,Gyula Gazdag,1947,\N,"director,writer,editor","tt0067816,tt0083878,tt0494222,tt0093199"
nm0003928,Bob Clendenin,\N,\N,"actor,soundtrack","tt1441109,tt0285403,tt0242423,tt0165598"
nm0003929,Neill Gorton,1969,\N,"make_up_department,special_effects,director","tt0470752,tt0113492,tt0436992,tt0206634"
nm0003930,Will Wallace,\N,\N,"actor,producer,director","tt0463934,tt0402399,tt0404826,tt0311850"
nm0003931,Steve Balderson,\N,\N,"director,producer,writer","tt4250482,tt0204322,tt13049968,tt0131534"
nm0003932,Josy Capkun,\N,\N,assistant_director,"tt0831387,tt3501632,tt1825683,tt6264654"
nm0003933,Mark S. Constance,\N,\N,"assistant_director,producer,miscellaneous","tt0120891,tt0405336,tt0233469,tt0272020"
nm0003934,David Crowther,1970,\N,"editor,editorial_department,producer","tt0096754,tt0103644,tt0137363,tt0111503"
nm0003935,Ken DuPuis,\N,\N,"producer,director","tt0315911,tt0236342,tt0260211"
nm0003936,Eivind Fredagsvik Øyangen,1979,\N,,\N
nm0003937,Steffen 'Bobby' Henzler,1972,\N,assistant_director,tt0223724
nm0003938,Steven Kreuch,\N,\N,"art_department,set_decorator","tt0118671,tt0119675,tt0120261,tt0120523"
nm0003939,Vikramaditya Motwane,1976,\N,"producer,director,writer","tt3322420,tt1327035,tt0238936,tt1639426"
nm0003940,Craig H. Shepherd,1967,\N,"miscellaneous,producer,director","tt7370898,tt10925122,tt0221728,tt3872824"
nm0003941,David Winning,\N,\N,"director,miscellaneous,actor","tt5197820,tt0120389,tt0103352,tt0374455"
nm0003942,Blake Bashoff,1981,\N,"actor,miscellaneous","tt0115676,tt0112602,tt0181689,tt0403508"
nm0003943,David Bloch,1965,\N,"casting_department,casting_director,actor","tt0120685,tt0139809,tt0177991,tt0187393"
nm0003944,Ian James Corlett,1962,\N,"actor,writer,music_department","tt1700841,tt0214341,tt0115108,tt0172049"
nm0003945,Jud Cremata,\N,\N,"producer,miscellaneous,production_manager","tt15079526,tt8547768"
nm0003946,Marius De Vries,1961,\N,"soundtrack,music_department,composer","tt0203009,tt0117509,tt3783958,tt5697572"
nm0003947,Carey Dietrich,\N,\N,"assistant_director,producer,production_manager","tt0169547,tt1284575,tt0093692,tt0108399"
nm0003948,Michael Duggan,\N,\N,"producer,writer,miscellaneous","tt0098844,tt0200373,tt0108758,tt0118278"
nm0003949,David E. Fluhr,\N,\N,"sound_department,music_department,miscellaneous","tt11304740,tt2294629,tt2953050,tt7207238"
nm0003950,Vicky Herman,\N,\N,"producer,production_manager,miscellaneous","tt0111199,tt0102800,tt0126802,tt0114814"
nm0003951,Eric Hester,1974,\N,"composer,music_department","tt0292429,tt0295460,tt0292515,tt0295264"
nm0003952,Adam Howard,1962,\N,"visual_effects,art_department,special_effects","tt0121766,tt0092455,tt0120338,tt8068860"
nm0003953,Matthew Huffman,\N,\N,"writer,actor,miscellaneous","tt0187559,tt1376213,tt2963232,tt5649144"
nm0003954,Laurent Kossayan,\N,\N,sound_department,"tt1502397,tt0211915,tt1291150,tt1413492"
nm0003955,Rick B. Larsen,\N,\N,"producer,production_manager","tt0174683,tt0155919,tt0112473,tt0113121"
nm0003956,David Lombardi,\N,\N,"visual_effects,actor,animation_department","tt0298814,tt0359013,tt0185183,tt0120458"
nm0003957,Brad Marlowe,\N,\N,"director,writer,producer","tt0108538,tt0217031,tt0220852,tt0881919"
nm0003958,Pat Mastroianni,1971,\N,"actor,soundtrack,director","tt0090417,tt0288937,tt2193041,tt0120685"
nm0003959,Louis Natale,1950,2019,"composer,music_department,soundtrack","tt0151804,tt0119223,tt0092791,tt0088591"
nm0003960,Zrinko Ogresta,1958,\N,"director,writer,assistant_director","tt0334551,tt0210629,tt0113440,tt4647482"
nm0003961,Allen Ormerod,1958,\N,"sound_department,producer,editorial_department","tt0283203,tt0108756,tt0118379,tt0159920"
nm0003962,Mike Rotman,\N,\N,"producer,director,writer","tt2543712,tt2149310,tt1910277,tt0218495"
nm0003963,Bruce A. Simon,\N,\N,"assistant_director,production_manager,actor","tt1034320,tt0361192,tt0092455,tt0114745"
nm0003964,Frank C. Turner,1951,\N,actor,"tt0107665,tt0239395,tt0368578,tt3794354"
nm0003965,Václav Táborsky,1928,\N,"director,writer","tt0182545,tt26441071,tt0236884,tt0208542"
nm0003966,Charles R. Uy,\N,\N,"producer,assistant_director,director","tt2400997,tt0209471,tt1172509,tt2531318"
nm0003967,Benjamin A. Weissman,\N,\N,"editor,producer,visual_effects","tt0093583,tt0103897,tt0101766,tt0094791"
nm0003968,Ralph Strasser,\N,\N,"director,editor,editorial_department","tt0088580,tt0091069,tt0252778,tt0386977"
nm0003969,Jane Walker,\N,\N,"make_up_department,actress,producer","tt0944947,tt0365748,tt1478964,tt0209163"
nm0003970,Stephanee LaFleur,1969,\N,actress,"tt0206285,tt0210112,tt0188688,tt0189184"
nm0003971,David Stephens,1948,\N,"producer,writer,camera_department","tt0126943,tt0123956,tt0146233,tt0128755"
nm0003972,Ryan Shore,1974,\N,"composer,music_department,soundtrack","tt15463032,tt6779076,tt1321510,tt11031770"
nm0003973,Peter Blinn,1954,\N,"visual_effects,special_effects,camera_department","tt0084827,tt0112625,tt0089878"
nm0003974,Philippe Muyl,1953,\N,"writer,director,producer","tt0088733,tt0329485,tt2976864,tt0106632"
nm0003975,Jeff Stephenson,\N,\N,"director,writer,producer","tt2437712,tt1072438,tt0379288,tt1657302"
nm0003976,Theo J. Hyman,1978,\N,"editorial_department,miscellaneous,sound_department","tt0137494,tt0419978"
nm0003977,Gary Rydstrom,1959,\N,"sound_department,miscellaneous,director","tt0103064,tt0107290,tt0181689,tt2935510"
nm0003978,Andrew Deutsch,\N,\N,"writer,actor","tt0102213,tt0101702,tt0098205,tt0093525"
nm0003979,Daniel Schweiger,\N,\N,"actor,producer,editor","tt0463034,tt0457939,tt0279493,tt1464540"
nm0003980,Andrea Carter,\N,\N,"art_department,miscellaneous,actress","tt0770828,tt2660888,tt3778644,tt0433035"
